Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:50,1540,1 stop,7893
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,17:15,155,non-stop,4174
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,585,1 stop,12681
IndiGo,2019-01-04,Delhi,Cochin,DEL → MAA → COK,02:00,325,1 stop,5164
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,05:55,160,non-stop,3919
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:30,925,1 stop,7893
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1625,1 stop,7927
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,690,1 stop,8066
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,20:20,155,non-stop,4488
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 stop,7064
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,790,1 stop,8452
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,800,1 stop,7064
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,10:10,170,non-stop,3943
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,07:10,180,non-stop,7229
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,02:55,85,non-stop,5678
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,1485,1 stop,5406
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 stop,12681
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 stop,13784
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,15:30,155,non-stop,4174
Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,20:45,155,non-stop,4460
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,22:20,140,non-stop,3841
Air Asia,2019-01-04,Kolkata,Banglore,CCU → BLR,22:50,150,non-stop,4107
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,10:00,795,1 stop,7893
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,1620,2 stops,9836
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,1345,2 stops,12849
Air India,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,14:35,1485,1 stop,5006
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,10:00,1595,1 stop,5406
Air Asia,2019-01-04,Kolkata,Banglore,CCU → BLR,19:55,150,non-stop,3807
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,590,1 stop,12681
GoAir,2019-01-04,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 stop,5171
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,01:30,165,non-stop,4423
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,355,1 stop,8977
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,690,1 stop,10953
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,06:00,165,non-stop,4544
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 stop,8849
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2 stops,9258
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1720,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 stop,8849
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,1495,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,575,1 stop,11467
Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,21:05,80,non-stop,2050
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,15:05,315,1 stop,4649
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1440,1 stop,8452
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1485,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,850,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 stop,7064
IndiGo,2019-01-04,Delhi,Cochin,DEL → BOM → COK,20:25,305,1 stop,5073
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,22:50,825,1 stop,5177
Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,14:15,150,non-stop,6245
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,590,1 stop,7851
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1155,2 stops,9920
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,10:00,540,1 stop,5406
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 stop,12681
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,04:00,170,non-stop,3943
SpiceJet,2019-01-04,Delhi,Cochin,DEL → MAA → COK,06:05,315,1 stop,5351
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,1550,1 stop,8610
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,585,1 stop,7064
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,20:05,95,non-stop,2227
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,3205
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 stop,13364
IndiGo,2019-01-04,Delhi,Cochin,DEL → COK,14:20,195,non-stop,4729
IndiGo,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,08:10,290,1 stop,5069
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1545,1 stop,7064
Air Asia,2019-01-04,Banglore,Delhi,BLR → DEL,04:55,170,non-stop,4282
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,04:40,155,non-stop,4174
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1655,1 stop,12681
Air India,2019-01-04,Banglore,Delhi,BLR → DEL,06:10,165,non-stop,5176
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,965,1 stop,7064
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,5678
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,1610,1 stop,7064
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1595,1 stop,7770
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,14:00,300,1 stop,5177
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,1295,1 stop,11467
Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,06:20,80,non-stop,3100
IndiGo,2019-01-04,Kolkata,Banglore,CCU → NAG → BLR,18:05,325,1 stop,6284
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → HBX → BLR,16:50,1530,2 stops,7893
Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:30,75,non-stop,2050
IndiGo,2019-01-04,Kolkata,Banglore,CCU → PAT → BLR,09:20,295,1 stop,10308
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,1520,1 stop,11467
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,920,2 stops,10408
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,1025,1 stop,7064
GoAir,2019-01-04,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,4239
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,08:35,520,1 stop,6013
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,09:10,245,1 stop,5793
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,705,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,1330,1 stop,7064
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,8040
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,1200,2 stops,12219
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1495,1 stop,12681
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,1505,2 stops,12009
Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,19:30,165,non-stop,5613
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,3841
Air India,2019-01-04,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,445,2 stops,5562
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,7064
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,02:35,90,non-stop,2754
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:05,90,non-stop,2754
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,09:00,1655,1 stop,5406
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1595,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,865,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1335,1 stop,12681
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,20:00,170,non-stop,4823
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1430,1 stop,12681
Air India,2019-01-04,Banglore,Delhi,BLR → DEL,13:20,170,non-stop,5911
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:30,930,1 stop,7893
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1025,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 stop,12681
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1660,2 stops,9920
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,6077
GoAir,2019-01-04,Banglore,Delhi,BLR → DEL,07:45,175,non-stop,4239
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 stop,12121
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3573
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 stop,4226
Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,21:00,170,non-stop,5403
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1595,1 stop,12681
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,09:45,1420,1 stop,5117
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2 stops,9258
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,16:55,90,non-stop,3175
SpiceJet,2019-01-04,Mumbai,Hyderabad,BOM → HYD,13:15,90,non-stop,1965
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,08:30,170,non-stop,4823
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,1100,1 stop,5406
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,06:55,155,non-stop,3841
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,21:10,175,non-stop,3625
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,09:50,675,1 stop,8030
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,05:55,160,non-stop,3971
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,5117
SpiceJet,2019-01-04,Delhi,Cochin,DEL → BLR → COK,17:55,295,1 stop,4957
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,945,1 stop,8295
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,740,1 stop,7064
IndiGo,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,21:00,315,1 stop,5930
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,475,1 stop,7851
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,330,1 stop,10056
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1430,1 stop,7064
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,21:20,90,non-stop,2227
Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,11:30,170,non-stop,5403
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,06:05,165,non-stop,3943
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1220,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,705,1 stop,12681
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,700,1 stop,7927
Vistara,2019-01-04,Delhi,Cochin,DEL → COK,14:40,190,non-stop,4851
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,855,1 stop,7064
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,19:50,180,non-stop,4544
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,17:20,965,1 stop,5117
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,12681
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,865,1 stop,8505
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1550,1 stop,7064
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,09:30,170,non-stop,3919
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,1655,1 stop,7064
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,4544
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,505,1 stop,9314
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,07:10,175,non-stop,4823
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,765,1 stop,7980
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,15:15,175,non-stop,7229
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,910,1 stop,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,475,1 stop,12996
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,1655,1 stop,8505
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,740,1 stop,12681
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,13:00,170,non-stop,4591
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,945,1 stop,7064
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,4544
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 stop,13364
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,805,2 stops,12125
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:30,1110,1 stop,7893
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 stop,12681
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1350,1 stop,7927
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 stop,12681
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1390,2 stops,9258
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,14:05,400,1 stop,13364
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1430,1 stop,12681
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,800,1 stop,12681
Air India,2019-01-04,Delhi,Cochin,DEL → COK,05:10,170,non-stop,4729
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 stop,9135
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,1385,2 stops,13227
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,1385,2 stops,13227
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,16:45,1700,1 stop,7452
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,20:20,155,non-stop,4804
Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2 stops,10151
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,18:25,175,non-stop,4823
IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,07:30,810,1 stop,8542
IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,19:35,140,non-stop,3597
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,5608
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 stop,13941
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1610,1 stop,9663
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,20:05,95,non-stop,2227
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,08:20,180,non-stop,5198
IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,05:15,145,non-stop,3850
Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,07:00,160,non-stop,4668
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 stop,8586
Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2 stops,10676
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 stop,4226
Air Asia,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:35,955,1 stop,5192
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,4030
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,505,1 stop,10703
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1285,1 stop,9314
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 stop,14781
SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,17:45,140,non-stop,3543
Air Asia,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,500,2 stops,5192
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,11:30,155,non-stop,5644
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → IXB → BLR,11:15,435,1 stop,8844
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1065,1 stop,9187
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:00,555,1 stop,10203
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,09:00,145,non-stop,4174
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 stop,8355
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,17:45,180,non-stop,7229
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,00:30,175,non-stop,4284
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,17:15,155,non-stop,4804
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,395,1 stop,13067
Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:30,75,non-stop,3100
IndiGo,2019-01-05,Kolkata,Banglore,CCU → PAT → BLR,09:20,295,1 stop,8443
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,09:00,145,non-stop,3841
GoAir,2019-01-05,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 stop,6484
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 stop,8586
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,02:55,85,non-stop,3210
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,10:20,90,non-stop,8040
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,04:40,155,non-stop,4804
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,09:10,90,non-stop,4575
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,575,1 stop,9314
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,01:30,165,non-stop,4077
GoAir,2019-01-05,Banglore,Delhi,BLR → DEL,20:55,165,non-stop,3898
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,1035,2 stops,15164
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1005,1 stop,9314
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,375,1 stop,10203
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 stop,9663
Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,21:05,80,non-stop,3625
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1090,1 stop,13941
Jet Airways,2019-01-05,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,1760,2 stops,16704
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1480,1 stop,12121
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1185,2 stops,14960
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,1200,2 stops,14687
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,02:55,85,non-stop,5678
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 stop,14151
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 stop,13941
IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,18:35,415,1 stop,8854
IndiGo,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,15:15,290,1 stop,4775
SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,22:45,90,non-stop,1965
SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,09:45,135,non-stop,3597
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,765,1 stop,8452
Jet Airways,2019-01-05,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,1375,2 stops,15129
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,1255,2 stops,16372
Air Asia,2019-01-05,Banglore,Delhi,BLR → DEL,23:55,170,non-stop,4483
Air India,2019-01-05,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 stop,7480
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1500,1 stop,11467
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,1555,1 stop,8452
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,09:25,545,1 stop,8891
Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,965,1 stop,6117
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,17:10,150,non-stop,4174
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,875,1 stop,13941
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,1840,2 stops,12723
Air India,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,14:35,1440,1 stop,7001
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1285,1 stop,11467
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,22:20,140,non-stop,3873
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 stop,14388
Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,09:00,615,1 stop,15373
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,1520,1 stop,12121
Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,580,1 stop,6117
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,800,1 stop,14781
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 stop,8586
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1745,1 stop,14151
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,06:55,155,non-stop,3873
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 stop,14781
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,06:05,165,non-stop,4423
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,445,2 stops,7662
Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,10:20,520,1 stop,9794
Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,21:00,170,non-stop,4668
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1315,1 stop,14388
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,2065,2 stops,10991
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,08:20,180,non-stop,7229
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,07:05,85,non-stop,8040
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 stop,8610
IndiGo,2019-01-05,Kolkata,Banglore,CCU → NAG → BLR,18:05,325,1 stop,6218
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,1045,2 stops,10991
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,13:00,170,non-stop,4423
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,non-stop,5678
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 stop,10844
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:05,90,non-stop,2754
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 stop,10844
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,185,non-stop,7229
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 stop,14781
