Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
4,5,6,1,1625,D,Ship,low,F,0
5,2,3,63,1807,C,Ship,medium,M,1
3,1,3,4,4495,C,Flight,medium,F,1
4,3,2,52,1570,C,Road,high,F,1
7,4,3,33,1694,B,Ship,low,F,1
5,3,4,9,1729,F,Ship,low,M,0
4,2,5,38,3022,B,Ship,high,F,1
4,4,2,10,4508,F,Ship,low,F,1
4,3,2,10,4195,F,Ship,low,F,0
3,2,3,8,5783,F,Road,medium,M,0
4,5,3,4,4809,D,Ship,medium,F,0
4,1,2,2,5396,F,Road,high,M,0
3,1,5,4,1171,B,Ship,low,M,1
4,1,2,65,1861,F,Ship,high,F,1
3,5,2,8,5241,F,Road,medium,F,1
4,3,3,57,3599,C,Ship,medium,M,1
5,5,5,10,5418,C,Flight,low,F,1
4,5,5,2,1996,C,Flight,low,M,0
4,4,3,2,5572,A,Road,low,M,1
2,3,3,10,5997,A,Road,low,M,0
4,2,4,7,5507,C,Flight,low,M,1
4,1,4,22,3950,C,Ship,low,F,1
3,1,4,18,1613,C,Ship,low,M,1
5,1,2,37,1671,D,Ship,low,M,1
4,2,2,1,4977,F,Ship,low,F,0
4,4,2,3,4407,F,Ship,medium,F,0
4,5,2,19,1940,D,Ship,medium,F,1
5,3,5,9,5431,D,Ship,medium,M,1
5,3,3,3,5944,F,Ship,low,F,1
3,5,7,7,4373,A,Ship,low,F,1
4,2,2,5,4268,B,Flight,medium,M,0
4,2,4,9,5038,A,Ship,medium,M,0
4,4,2,9,4446,C,Flight,high,F,1
5,4,4,7,5740,B,Ship,low,F,0
4,2,3,33,3602,D,Flight,medium,M,1
6,1,4,2,1790,B,Ship,medium,F,1
3,2,3,7,1933,A,Flight,low,M,1
4,3,4,61,3583,B,Ship,low,M,1
5,5,5,4,1646,D,Ship,low,M,0
4,2,5,33,2854,C,Ship,low,M,1
5,1,2,4,5580,A,Road,low,M,0
2,4,6,16,3605,F,Ship,medium,F,1
7,2,5,10,1722,D,Ship,low,F,1
4,1,3,2,5835,F,Ship,low,M,1
4,5,5,4,5824,A,Road,high,M,1
3,1,3,35,2258,D,Ship,medium,M,1
2,1,3,3,4120,D,Ship,low,M,1
4,5,5,1,5999,F,Ship,low,F,1
6,3,3,8,4651,D,Ship,low,F,1
4,4,4,65,2280,D,Road,low,M,1
4,1,2,5,5182,A,Ship,medium,F,0
5,2,3,48,1517,C,Flight,low,M,1
4,3,10,7,5317,F,Ship,high,M,0
4,1,4,7,5264,D,Ship,high,M,0
4,2,3,9,4163,A,Ship,low,F,0
3,4,10,5,5479,F,Ship,low,M,0
4,4,5,4,1668,D,Flight,medium,F,0
5,4,3,46,3709,F,Ship,medium,M,1
5,2,2,8,4047,F,Ship,medium,M,1
3,4,3,46,3223,F,Ship,medium,F,1
4,4,3,9,4469,F,Ship,medium,M,0
4,3,3,1,4360,B,Ship,low,F,1
4,1,5,6,4001,F,Road,medium,M,1
5,1,5,5,1970,B,Ship,low,F,0
4,3,6,2,5405,C,Ship,medium,M,0
2,2,3,1,5289,A,Ship,low,M,0
5,5,5,9,1812,D,Ship,medium,M,0
4,2,3,5,1674,A,Ship,medium,M,1
5,4,2,2,5618,D,Ship,low,M,1
5,3,5,5,1399,C,Ship,medium,F,0
5,5,5,2,1693,F,Ship,medium,M,1
3,1,3,9,5093,A,Road,high,F,0
3,1,4,4,5006,B,Ship,medium,F,0
5,1,2,44,1647,B,Ship,low,M,1
5,4,5,4,4814,A,Flight,high,F,0
3,2,4,10,5891,B,Ship,low,F,0
4,4,5,8,4793,F,Road,low,M,0
4,5,3,1,4377,F,Ship,low,M,1
5,4,7,9,4272,D,Ship,medium,F,0
4,5,2,8,5767,F,Ship,low,F,1
7,5,4,9,1754,A,Ship,medium,F,1
5,2,6,1,1199,F,Road,low,M,0
3,4,3,6,4050,D,Ship,low,F,0
6,2,4,1,1815,D,Ship,low,F,1
4,4,5,36,2995,A,Road,medium,F,1
4,3,2,1,2336,C,Ship,medium,M,1
4,4,2,37,1447,B,Flight,medium,M,1
6,5,4,8,1274,C,Ship,low,F,0
3,5,2,2,4232,D,Ship,low,F,1
6,1,6,8,4243,C,Ship,medium,F,1
6,5,4,2,1221,D,Flight,low,F,0
6,5,4,8,1028,F,Road,low,M,1
7,2,4,9,1096,F,Ship,medium,F,1
5,1,3,31,1435,B,Ship,medium,M,1
3,2,10,28,1940,A,Ship,high,F,1
2,2,4,5,5382,A,Flight,high,M,0
4,3,10,8,4337,A,Ship,medium,M,0
3,5,2,60,1840,D,Ship,medium,M,1
7,3,4,2,1038,F,Ship,low,M,1
5,5,6,26,1184,F,Ship,medium,F,1
5,3,5,1,1424,B,Ship,low,F,0
4,4,2,10,5192,F,Ship,low,F,0
3,5,4,2,5294,B,Road,low,M,0
3,5,2,10,5619,B,Ship,low,M,0
3,5,2,1,4108,F,Ship,medium,M,1
3,2,2,4,4245,D,Road,low,F,1
5,2,4,5,1149,C,Ship,low,M,0
4,3,2,2,5442,D,Road,medium,F,0
3,5,3,53,3670,C,Ship,medium,M,1
5,4,6,6,1049,C,Ship,low,F,1
4,1,5,1,5559,B,Ship,low,M,1
6,2,4,2,1256,A,Road,low,M,1
3,2,3,2,5739,F,Ship,high,F,0
5,5,2,1,4883,A,Flight,low,M,1
4,3,3,9,4868,C,Ship,medium,F,1
4,4,10,3,4202,C,Ship,low,M,0
3,4,3,7,5313,F,Ship,medium,M,0
4,4,3,3,4596,A,Flight,medium,F,0
6,3,4,3,1498,D,Road,medium,F,1
3,4,4,2,1059,C,Road,low,M,1
4,2,3,8,5865,F,Ship,low,F,0
4,1,2,61,1770,A,Ship,low,M,1
3,4,3,1,5922,A,Road,high,M,1
5,2,3,38,2211,F,Ship,low,M,1
6,2,4,5,1248,C,Road,low,F,1
6,1,4,4,1449,F,Ship,low,F,1
4,4,3,3,5749,F,Ship,low,F,1
3,1,2,1,1021,B,Flight,low,M,1
5,4,5,2,1713,B,Ship,low,F,0
7,1,4,3,1482,B,Ship,low,F,0
3,1,2,10,5642,F,Road,low,F,1
4,4,7,10,5901,A,Ship,medium,F,0
5,4,2,5,4554,A,Flight,low,M,1
3,1,2,16,1731,D,Ship,medium,F,1
5,4,2,10,4277,F,Ship,low,F,0
6,4,4,6,1890,F,Road,low,M,1
4,4,5,4,1344,B,Flight,medium,M,0
4,4,4,8,4747,D,Ship,medium,M,1
4,4,2,7,4684,C,Ship,low,F,0
5,3,4,32,3893,A,Ship,medium,F,1
4,2,3,1,4076,D,Ship,low,F,0
3,5,4,9,4541,F,Ship,low,F,0
4,4,4,8,1777,F,Ship,low,F,1
4,5,2,15,2457,C,Road,low,F,1
7,5,4,1,1347,A,Ship,medium,F,0
2,5,2,50,3859,A,Ship,low,F,1
4,5,2,8,5234,F,Ship,medium,F,0
7,3,4,3,1670,A,Ship,low,F,0
4,1,2,39,1362,F,Ship,high,M,1
3,1,2,2,5815,C,Ship,medium,F,0
4,4,2,36,2861,B,Ship,low,M,1
4,2,6,5,4880,C,Ship,medium,M,1
6,3,4,10,1174,C,Ship,low,M,0
5,4,7,3,4723,F,Ship,medium,M,0
4,4,2,2,4297,C,Ship,low,F,1
5,2,3,7,5323,C,Ship,high,M,1
5,5,5,5,1868,D,Ship,medium,F,1
4,2,2,4,4299,A,Ship,low,M,1
4,4,3,3,4202,D,Ship,high,F,1
4,2,3,1,5821,B,Ship,low,M,0
3,2,4,7,4486,F,Ship,medium,F,0
5,2,8,10,4583,A,Ship,low,F,0
4,3,5,2,5242,B,Ship,low,F,1
2,5,3,3,5964,B,Road,medium,F,0
3,4,6,8,4134,A,Flight,low,F,0
4,1,3,29,3347,B,Ship,medium,F,1
7,5,4,5,1975,F,Flight,low,F,0
4,4,3,13,2080,B,Ship,low,M,1
3,1,4,35,3648,A,Ship,low,F,1
5,2,5,65,1994,C,Ship,low,M,1
4,3,3,42,2332,F,Ship,low,F,1
4,5,3,42,3121,C,Ship,medium,F,1
4,5,3,8,4125,A,Ship,medium,M,0
4,3,6,2,1898,C,Ship,low,M,0
4,3,2,3,5546,C,Flight,low,M,0
5,4,5,4,1991,D,Ship,low,F,1
4,2,2,22,1322,F,Ship,low,M,1
4,5,2,62,2267,F,Ship,low,M,1
3,4,3,10,4670,B,Ship,medium,M,1
3,4,3,1,4387,A,Ship,low,M,0
5,5,3,4,5724,F,Ship,high,M,1
4,2,3,58,3943,D,Ship,low,M,1
4,3,6,9,1909,B,Ship,medium,F,1
6,1,4,7,1767,A,Ship,low,M,0
3,3,3,35,1459,F,Flight,high,M,1
4,1,2,10,4577,C,Ship,medium,F,1
4,4,2,9,5637,D,Ship,low,M,0
3,5,10,1,4929,A,Ship,high,F,1
3,2,3,7,4121,D,Ship,medium,F,0
5,1,5,10,1713,B,Flight,low,F,0
5,1,5,47,1727,D,Ship,low,F,1
3,5,3,1,5650,C,Ship,medium,M,1
5,3,2,10,5194,B,Ship,medium,F,1
4,5,3,8,5694,A,Ship,low,F,0
5,5,5,7,1819,F,Flight,medium,M,0
4,4,3,4,5393,B,Ship,low,M,1
5,4,3,61,2606,F,Ship,medium,M,1
3,5,3,1,4803,F,Flight,low,M,0
5,1,2,27,2451,F,Ship,low,M,1
5,4,6,6,4403,B,Road,medium,M,0
3,2,7,5,4716,C,Ship,medium,F,0
3,2,2,65,3776,F,Ship,medium,F,1
5,3,6,34,2936,F,Flight,low,F,1
3,4,3,37,1523,A,Ship,low,M,1
4,5,3,26,2053,F,Ship,high,M,1
5,5,6,3,1861,C,Ship,low,F,0
4,5,7,2,4299,F,Ship,low,F,0
3,2,3,8,5006,A,Ship,medium,M,1
6,4,4,8,1437,B,Road,medium,F,1
3,4,3,2,5272,F,Road,low,F,0
5,5,3,41,1462,C,Flight,low,M,1
3,2,2,32,1791,F,Flight,low,M,1
2,2,4,4,5817,F,Ship,low,M,0
4,1,5,6,1727,D,Flight,low,F,1
3,2,3,52,2874,C,Ship,medium,M,1
4,1,4,5,5420,F,Ship,low,M,1
2,3,10,1,5632,B,Ship,high,F,0
3,3,3,8,5953,D,Ship,medium,M,1
3,3,3,2,3995,C,Ship,medium,F,1
4,5,3,8,5923,F,Flight,low,F,0
5,4,3,2,4397,B,Road,high,F,1
4,5,3,6,3361,A,Ship,low,F,1
3,3,4,4,4662,A,Ship,low,F,1
4,1,3,8,5127,D,Flight,low,M,0
4,1,2,6,5566,A,Ship,medium,M,0
3,3,3,8,4568,C,Flight,medium,M,0
3,1,3,6,5371,F,Ship,medium,M,0
5,2,3,27,2999,D,Flight,low,M,1
4,1,3,4,4574,D,Ship,low,M,0
5,3,2,63,2715,B,Flight,high,F,1
4,1,2,2,5911,C,Ship,low,M,0
3,2,4,9,5112,D,Ship,low,F,1
3,1,5,58,2544,D,Flight,medium,F,1
2,3,3,7,4632,D,Ship,low,F,0
4,5,2,2,4806,F,Ship,medium,F,1
4,4,3,41,3280,F,Road,medium,F,1
3,5,3,48,1635,A,Flight,medium,F,1
5,4,5,1,5779,D,Ship,medium,M,1
6,1,4,2,1071,D,Ship,low,F,0
3,5,3,7,4296,D,Ship,medium,M,0
5,2,3,1,5189,F,Ship,low,M,1
3,4,2,41,3973,B,Ship,high,F,1
3,1,2,51,3976,F,Ship,medium,F,1
4,3,3,44,1320,C,Ship,low,F,1
5,5,5,5,1252,B,Ship,low,M,0
5,1,4,37,1658,F,Ship,low,M,1
4,4,10,3,4152,D,Road,low,F,1
6,5,3,10,5307,F,Ship,low,F,0
5,5,5,5,1852,C,Ship,low,M,1
3,2,5,5,4130,C,Flight,low,M,1
3,4,2,7,5553,D,Road,medium,M,0
3,4,3,3,4449,D,Road,low,F,0
3,2,6,63,1953,A,Ship,medium,M,1
5,3,3,1,2434,D,Road,medium,F,1
5,4,2,38,2770,C,Ship,medium,M,1
3,4,2,2,5016,D,Road,medium,F,1
6,5,4,10,2756,A,Road,high,M,1
4,5,2,59,3088,F,Flight,low,M,1
3,3,4,8,5595,B,Flight,low,M,1
4,3,3,8,5069,B,Ship,medium,F,1
5,4,3,9,5135,B,Ship,low,M,1
5,1,2,22,3713,F,Ship,medium,F,1
3,5,2,7,4809,F,Ship,medium,F,0
3,2,3,2,4660,D,Ship,low,M,1
3,5,2,3,5287,B,Ship,high,M,1
3,2,6,9,5418,A,Road,medium,M,1
3,3,3,8,1869,C,Ship,medium,F,1
3,2,2,2,5033,A,Ship,low,F,1
4,5,10,9,5085,B,Ship,medium,M,1
4,5,3,8,5653,C,Flight,high,F,1
2,3,3,10,4779,F,Flight,medium,F,0
3,5,6,8,4692,C,Flight,low,M,1
3,4,2,9,4211,D,Ship,low,M,0
3,1,3,5,4971,F,Ship,low,M,1
4,2,3,28,1915,D,Ship,low,F,1
4,4,3,47,3307,F,Ship,medium,F,1
4,5,2,9,5055,D,Ship,medium,M,1
3,5,2,10,5559,B,Flight,low,F,1
2,2,3,35,1349,B,Road,high,F,1
5,4,3,55,2758,F,Ship,low,M,1
4,4,3,9,5458,F,Ship,low,M,0
4,1,3,8,4795,A,Flight,high,M,0
5,5,5,2,1128,C,Flight,low,F,0
3,2,4,3,5527,D,Ship,low,F,0
3,3,2,2,4350,C,Ship,low,M,0
4,2,2,1,5939,A,Ship,low,F,1
5,1,2,15,3798,C,Ship,low,M,1
6,3,4,6,1335,F,Flight,low,M,0
4,4,4,8,2306,D,Road,medium,M,1
4,4,3,52,3128,D,Ship,low,F,1
4,3,3,6,4832,F,Flight,medium,F,1
3,4,8,6,4146,B,Ship,medium,F,0
4,3,2,7,5814,A,Road,low,M,0
4,3,2,29,1010,B,Ship,medium,F,1
4,4,5,5,1065,B,Road,low,F,1
4,4,5,5,1178,F,Flight,low,F,1
4,1,3,5,4133,F,Flight,medium,M,0
5,3,3,41,1204,F,Flight,low,M,1
5,5,2,50,3914,D,Road,high,M,1
3,2,2,63,1767,B,Ship,low,M,1
6,3,4,8,1397,A,Road,medium,F,1
4,4,4,12,1899,A,Ship,low,M,1
3,1,3,10,5726,F,Flight,medium,F,0
5,1,4,3,1663,F,Road,low,F,1
5,3,5,12,2722,B,Ship,low,M,1
3,5,10,32,2931,A,Ship,medium,M,1
4,4,2,9,5095,A,Ship,medium,M,0
3,2,2,7,4305,F,Ship,low,F,0
5,5,3,7,5559,F,Road,medium,M,1
3,1,2,38,2195,F,Road,medium,M,1
5,3,3,58,1218,F,Ship,medium,M,1
6,1,2,12,2112,A,Ship,medium,F,1
2,4,2,65,1738,B,Ship,medium,F,1
2,5,5,43,1638,D,Ship,low,M,1
5,4,7,48,2466,B,Road,medium,F,1
2,1,2,49,1177,C,Road,low,F,1
4,4,2,2,4290,D,Ship,low,F,0
4,5,5,2,1066,C,Flight,medium,M,1
3,1,3,61,3582,F,Ship,medium,F,1
5,4,5,4,1522,A,Road,low,M,1
5,3,2,10,5279,F,Ship,low,M,1
6,5,4,1,1629,C,Ship,low,F,1
4,3,3,3,4846,F,Road,low,F,1
5,4,4,4,5911,B,Flight,low,M,1
3,2,4,4,4410,C,Ship,medium,M,1
4,2,3,4,5919,B,Road,low,M,0
5,3,4,11,3676,D,Ship,medium,F,1
4,5,3,4,5017,A,Ship,medium,F,0
4,3,3,18,2849,F,Road,high,F,1
4,2,3,48,1393,F,Ship,low,F,1
5,2,6,5,1097,A,Road,medium,F,0
3,1,2,60,1925,B,Flight,low,M,1
3,3,2,16,2577,D,Ship,medium,F,1
2,2,3,15,2481,C,Ship,medium,M,1
4,4,3,9,4314,B,Ship,low,M,0
3,1,2,5,4906,D,Road,medium,M,1
5,3,5,44,1269,F,Flight,medium,M,1
4,3,2,10,4486,C,Ship,low,M,1
4,3,2,6,5266,F,Ship,low,M,1
5,2,7,8,5519,D,Ship,medium,F,1
4,1,2,8,4930,F,Ship,medium,F,0
3,3,4,3,4154,A,Flight,high,M,1
4,3,2,2,4169,D,Ship,medium,F,1
5,1,3,1,5725,F,Ship,low,M,0
4,5,5,8,1040,A,Ship,low,F,1
4,4,3,8,5206,C,Ship,low,F,1
6,3,2,21,3869,C,Ship,medium,M,1
4,3,5,3,1634,F,Ship,medium,F,1
5,4,4,7,4200,B,Road,medium,F,1
3,4,2,7,5346,C,Ship,medium,F,0
3,5,4,3,5831,F,Ship,low,M,1
6,3,4,32,2532,F,Ship,medium,F,1
4,4,3,8,4348,C,Flight,low,M,0
3,2,3,29,1187,B,Flight,medium,F,1
5,5,4,4,5909,A,Ship,medium,F,0
3,5,3,5,5750,A,Flight,high,F,0
3,4,4,10,5537,A,Flight,high,M,0
4,3,4,1,4812,C,Ship,medium,M,1
5,1,4,47,1443,F,Ship,low,F,1
4,3,3,5,5118,D,Ship,low,F,0
3,3,6,61,2298,F,Ship,medium,F,1
5,2,6,8,1170,F,Road,low,M,1
4,1,2,16,2504,C,Ship,high,M,1
3,2,3,15,1710,D,Ship,medium,F,1
6,3,7,7,5030,B,Flight,medium,M,1
3,5,2,6,4350,F,Ship,medium,M,0
4,2,5,8,1246,B,Road,low,F,0
4,1,6,7,1415,D,Ship,medium,M,1
3,2,10,7,5305,F,Ship,high,F,0
5,4,6,4,1255,A,Ship,low,M,1
5,5,3,27,3039,F,Ship,medium,F,1
3,5,2,1,3947,F,Road,medium,F,1
5,1,2,2,4079,C,Ship,low,M,1
4,2,8,2,5012,B,Ship,medium,F,1
3,3,2,18,2435,D,Ship,low,M,1
4,2,3,6,5381,F,Flight,low,M,0
4,1,2,3,4696,B,Ship,medium,M,0
4,1,3,24,1066,A,Ship,high,F,1
3,1,3,10,4120,A,Ship,low,F,0
5,1,2,48,3717,F,Ship,medium,F,1
3,5,5,10,5302,C,Ship,low,F,1
3,2,3,1,5757,B,Ship,medium,F,0
5,4,3,2,5672,D,Ship,medium,F,1
5,3,5,6,1681,F,Ship,low,F,0
3,3,2,10,5364,B,Ship,high,F,1
4,4,4,6,5051,C,Road,medium,F,0
5,1,2,9,5008,A,Flight,high,M,0
3,3,2,4,4746,D,Flight,low,M,0
3,4,2,1,5844,F,Ship,low,F,0
4,2,3,7,4477,D,Ship,medium,F,1
3,2,4,1,5831,B,Ship,high,M,1
3,5,2,6,5974,B,Ship,low,M,1
4,1,3,30,1731,B,Ship,low,M,1
3,4,2,46,3108,A,Ship,medium,M,1
3,3,2,2,4336,B,Ship,medium,F,0
4,2,3,10,1928,C,Road,medium,F,1
3,2,4,52,1329,A,Flight,medium,M,1
5,3,2,10,5149,A,Ship,medium,M,0
4,2,5,8,4209,C,Ship,medium,F,0
5,4,3,3,5320,B,Ship,low,F,1
3,1,8,4,4290,F,Ship,medium,F,0
4,3,10,34,3935,B,Road,low,M,1
4,3,3,6,5054,B,Ship,medium,F,1
4,1,3,5,5323,B,Ship,low,F,0
4,1,3,3,5520,B,Ship,high,M,1
3,5,2,9,5832,F,Ship,medium,F,0
7,5,4,2,1330,D,Road,low,M,1
4,2,6,5,1689,B,Road,medium,F,0
4,3,2,6,4005,A,Ship,low,F,0
4,3,3,1,4219,F,Ship,medium,M,0
5,2,5,5,1659,A,Ship,medium,M,0
3,1,2,1,5703,B,Ship,medium,M,0
4,5,5,2,1357,F,Ship,low,M,1
6,3,4,7,1132,C,Flight,medium,F,1
4,2,3,2,5252,B,Ship,medium,F,1
2,3,2,36,1210,F,Ship,medium,M,1
3,2,4,3,5449,C,Ship,low,F,1
3,2,3,11,3708,D,Ship,low,M,1
5,2,5,7,1524,F,Flight,medium,M,0
6,1,4,3,1181,A,Ship,low,M,1
4,5,4,7,4978,F,Flight,low,M,1
6,5,4,9,1413,B,Flight,low,M,0
4,5,3,5,4732,A,Flight,low,F,0
4,1,4,6,4432,F,Ship,low,M,1
2,2,3,1,1162,F,Ship,medium,F,1
3,1,3,5,5676,B,Ship,medium,M,1
3,2,4,3,4199,A,Ship,low,F,1
3,2,2,3,2261,B,Ship,low,M,1
5,3,4,2,5396,B,Road,low,F,0
4,4,4,2,1461,A,Ship,medium,M,1
4,3,3,6,4894,C,Ship,low,F,1
3,4,3,37,3492,D,Ship,medium,F,1
4,3,3,5,5743,B,Flight,low,M,1
5,5,2,4,4812,B,Flight,medium,M,0
4,2,3,5,4746,D,Ship,low,M,0
4,1,2,7,5599,C,Road,high,F,1
3,1,3,6,4953,D,Ship,low,F,0
6,5,4,9,1072,C,Ship,medium,F,0
3,2,2,9,4512,A,Ship,medium,F,0
3,5,2,10,4380,D,Ship,low,F,1
5,1,3,10,5277,F,Flight,high,M,0
3,2,3,21,3686,C,Ship,low,F,1
3,3,2,1,5746,D,Ship,medium,F,1
5,5,2,2,4364,F,Ship,medium,F,0
5,2,3,6,3375,F,Ship,medium,M,1
4,4,2,2,5840,F,Ship,medium,M,1
4,5,2,39,1106,F,Ship,medium,M,1
5,5,3,7,4084,D,Ship,medium,M,1
4,4,10,7,5425,F,Road,high,F,1
3,3,3,16,1563,B,Ship,low,M,1
4,3,3,33,1101,C,Ship,low,M,1
7,1,4,4,1647,A,Flight,low,M,0
3,5,4,1,5852,F,Ship,medium,M,1
3,3,3,1,4006,D,Flight,medium,F,1
3,1,3,4,4997,A,Ship,medium,M,1
4,2,5,7,1354,B,Road,low,M,1
4,4,3,8,5324,F,Flight,medium,M,1
3,5,3,7,4480,C,Road,medium,M,1
4,4,3,17,3715,A,Road,low,F,1
3,5,10,10,5282,B,Ship,high,F,1
6,5,5,1,5442,F,Ship,low,M,0
6,1,4,4,1198,A,Ship,low,F,0
4,1,4,6,4888,D,Ship,medium,F,0
3,5,3,52,2170,D,Ship,low,F,1
3,1,2,10,4115,B,Ship,low,M,1
5,2,5,24,2472,F,Ship,medium,M,1
4,1,3,5,5757,D,Ship,high,M,1
6,3,4,4,1358,C,Flight,low,F,1
4,3,5,6,1366,F,Ship,low,M,1
6,2,4,10,1747,A,Ship,medium,M,1
3,3,2,9,4100,F,Ship,medium,M,0
3,4,3,50,1865,F,Road,low,M,1
7,4,5,3,1433,F,Ship,low,M,0
5,4,6,8,4005,F,Ship,low,M,1
6,2,4,7,1071,D,Ship,medium,M,0
3,2,3,51,1297,F,Ship,low,M,1
3,3,2,28,3869,D,Ship,low,M,1
4,2,4,26,3223,C,Ship,low,F,1
6,4,2,7,4145,F,Road,low,M,0
3,2,4,6,4415,C,Ship,low,M,0
4,2,3,8,4262,C,Ship,medium,M,1
3,2,2,4,4758,F,Ship,medium,F,1
6,2,4,10,1782,A,Road,medium,M,0
4,3,2,58,1708,F,Road,medium,F,1
3,2,2,37,2469,C,Road,low,M,1
5,4,2,2,4505,B,Ship,low,M,1
4,4,4,4,4676,B,Ship,medium,F,0
6,4,4,9,1056,F,Ship,low,M,1
5,2,3,1,5965,B,Ship,low,F,0
4,5,3,4,5476,A,Road,medium,F,0
3,2,2,8,5907,B,Ship,medium,F,0
5,4,7,52,1824,C,Ship,medium,M,1
6,5,4,10,1799,B,Ship,medium,F,0
3,2,2,9,4142,B,Ship,high,F,0
5,5,5,2,1304,C,Ship,low,M,0
7,4,4,9,1667,F,Ship,low,M,1
4,2,4,9,4329,F,Flight,medium,M,0
4,5,3,6,5646,A,Ship,high,M,0
4,1,3,1,1464,F,Ship,medium,F,1
5,5,3,4,5325,D,Ship,low,F,0
5,3,4,50,2003,A,Road,medium,F,1
5,2,5,9,1505,D,Flight,low,F,0
4,1,2,5,5072,D,Ship,low,M,1
5,5,3,6,4145,B,Flight,medium,F,1
3,1,3,3,3051,A,Flight,medium,M,1
5,1,5,31,3836,C,Flight,low,M,1
4,5,6,40,1974,A,Ship,medium,M,1
4,5,3,1,4049,F,Ship,medium,M,1
4,3,3,23,2996,F,Road,medium,F,1
4,4,2,1,5148,F,Ship,low,F,1
3,1,3,7,5849,F,Ship,medium,M,1
4,3,2,38,2526,C,Ship,low,M,1
4,3,4,40,3668,A,Ship,medium,M,1
3,5,3,7,5477,C,Ship,medium,M,1
4,3,3,2,5722,D,Ship,low,F,0
5,2,6,2,1781,A,Road,medium,M,1
3,2,5,6,5443,B,Ship,medium,F,0
6,5,4,8,1241,B,Ship,low,M,1
5,1,3,6,5560,B,Ship,low,F,0
3,1,3,1,5541,F,Road,medium,F,0
6,5,4,5,1033,C,Ship,low,M,1
5,2,4,7,1666,F,Ship,medium,F,1
6,5,3,62,1325,D,Ship,medium,F,1
4,5,2,57,1715,F,Ship,medium,F,1
4,4,3,5,4061,F,Road,medium,M,1
3,2,2,30,1698,F,Ship,high,M,1
6,2,4,1,1406,B,Ship,medium,F,1
3,3,2,4,4380,F,Ship,medium,F,0
4,3,3,5,4206,B,Ship,medium,M,0
5,2,4,7,5477,A,Flight,medium,M,1
4,3,3,1,4796,D,Ship,low,M,0
4,3,6,9,5872,D,Road,low,F,0
2,5,3,4,5463,C,Ship,low,F,0
4,5,2,3,5704,F,Road,low,F,0
4,2,5,48,1043,F,Ship,low,F,1
2,5,2,10,4406,A,Ship,low,F,1
5,2,5,4,1318,A,Ship,medium,M,0
3,3,3,65,1228,C,Ship,medium,F,1
3,2,2,54,2809,F,Ship,medium,F,1
3,1,3,28,2892,F,Ship,medium,M,1
3,2,2,6,1811,B,Ship,low,F,1
4,4,3,9,5254,C,Ship,medium,M,0
5,1,3,62,1945,A,Road,low,F,1
5,5,6,2,4883,C,Ship,low,F,1
3,2,3,29,1953,F,Ship,low,F,1
3,5,3,43,1423,F,Ship,medium,F,1
6,2,3,26,3247,F,Road,medium,F,1
5,3,2,3,5261,F,Ship,medium,F,0
3,4,2,2,1072,C,Ship,low,F,1
6,1,4,10,5254,B,Ship,high,F,1
5,2,3,4,4770,F,Road,low,F,1
6,2,4,4,1929,D,Ship,low,F,1
4,2,3,18,2574,D,Ship,low,F,1
3,5,10,5,4608,B,Ship,medium,F,0
6,1,3,6,1604,B,Ship,low,M,0
2,2,3,3,5348,C,Road,low,F,0
5,5,6,3,1965,A,Ship,low,F,1
4,2,2,2,4013,D,Road,medium,F,1
4,4,2,31,2084,F,Ship,high,F,1
4,4,5,9,1361,C,Road,low,M,0
6,4,4,9,1676,B,Ship,low,F,0
3,1,3,9,4511,F,Flight,low,M,0
4,4,3,43,1651,A,Road,low,F,1
5,2,3,10,4902,D,Ship,medium,F,1
3,4,7,43,2620,F,Ship,low,M,1
4,5,3,1,4131,F,Road,low,M,0
4,4,3,4,5924,F,Ship,low,F,1
6,4,2,47,4000,D,Ship,high,M,1
5,4,4,40,3303,F,Flight,low,F,1
6,4,5,9,4360,B,Ship,low,M,0
4,1,3,51,1293,F,Ship,medium,M,1
4,5,4,25,1606,C,Ship,low,F,1
3,2,3,8,5431,B,Flight,low,F,0
3,5,2,4,5275,A,Ship,low,F,1
5,4,3,3,5064,F,Road,low,F,1
5,2,2,9,4965,A,Flight,medium,M,0
3,2,2,10,4276,C,Road,medium,M,0
7,3,4,4,1480,D,Road,low,F,0
4,4,2,45,3776,B,Flight,medium,M,1
5,1,3,10,4008,B,Ship,low,M,0
3,4,2,1,4922,C,Ship,medium,M,1
3,2,2,26,3503,A,Ship,low,M,1
5,1,3,19,2696,F,Ship,medium,M,1
6,4,5,4,5889,A,Ship,medium,M,1
3,2,3,21,2351,A,Flight,medium,M,1
5,3,3,47,3519,A,Ship,high,F,1
3,1,6,5,4374,F,Flight,low,F,1
5,2,4,3,5890,A,Ship,medium,F,0
3,1,4,52,1089,C,Road,low,F,1
3,1,3,1,5362,D,Ship,low,M,1
5,3,3,3,2923,B,Ship,medium,F,1
4,3,2,53,1073,B,Ship,medium,F,1
3,1,3,2,5828,B,Ship,medium,F,1
3,4,2,32,3719,C,Road,medium,F,1
3,5,2,4,4098,D,Ship,high,M,1
4,2,4,52,1129,C,Ship,medium,M,1
5,1,5,8,1810,C,Ship,low,F,0
3,4,5,3,4835,C,Ship,low,F,1
3,4,3,54,3011,F,Ship,high,M,1
